epoch,train_loss,validation_loss
1,0.8068197042577796,0.013321299105882645
2,0.417096820142534,0.005378169938921928
3,0.26556824727190864,0.006248529069125652
4,0.23698637386163077,0.0031655393540859222
5,0.21950004518859917,0.007442870177328587
6,0.21468025249325567,0.012074901722371578
7,0.19327241078846985,0.003997464664280415
8,0.1891600772117575,0.0034579371567815542
9,0.20061246197049817,0.006676394026726484
10,0.1882187056148218,0.0035059398505836725
11,0.1909877968331178,0.0032521020621061325
12,0.19212636874160832,0.007029982749372721
13,0.18879114432881275,0.0037712666671723127
14,0.17578060355865294,0.014876194298267365
15,0.18095159732426205,0.003993503283709288
16,0.17841804317302173,0.012090281583368778
17,0.1901737671966354,0.004047670867294073
18,0.18164655928396517,0.003354439279064536
19,0.1685462951556676,0.0039769792929291725
