epoch,train_loss,validation_loss
1,0.742932038532721,0.6977667212486267
2,0.25552820273347804,0.28428637981414795
3,0.1541206474239762,0.2141789346933365
4,0.1218516446045927,0.18308517336845398
5,0.10773412742324777,0.17534573376178741
6,0.10691624814392747,0.19336186349391937
7,0.10158863714015162,0.19090713560581207
8,0.10828064830117934,0.2011452317237854
9,0.098652953835758,0.15621066093444824
10,0.1015766099397395,0.16087590157985687
11,0.1058518797964663,0.17819927632808685
12,0.111340846916711,0.1755935251712799
13,0.1065505509944381,0.18158376216888428
14,0.09673363171719215,0.20848731696605682
15,0.09685389802010881,0.2004471868276596
16,0.12171057068012855,0.17983503639698029
17,0.10117315838264453,0.19347043335437775
18,0.09587962911590128,0.1895577609539032
19,0.09830133729563975,0.17867933213710785
20,0.09392728437543721,0.16307418048381805
21,0.10116834535792067,0.18255126476287842
22,0.09603553897122273,0.16393998265266418
23,0.0922938965361666,0.15778054296970367
24,0.0947349787362524,0.18390145897865295
