epoch,train_loss,validation_loss
1,1.0321264096668787,1.5920073986053467
2,0.8874014360564095,1.5019136667251587
3,0.8187506113733564,1.4031808376312256
4,0.788089611700603,1.2925676107406616
5,0.6566593263830457,1.1681028604507446
6,0.5353008210659027,1.0414848327636719
7,0.47535773260252817,0.9185857772827148
8,0.435626004423414,0.8118658065795898
9,0.41585581430367063,0.7182861566543579
10,0.3547740621226175,0.6705078482627869
11,0.32173596748283934,0.6420916318893433
12,0.3211443488086973,0.6129454374313354
13,0.27588493057659697,0.5863013863563538
14,0.33325158059597015,0.570327639579773
15,0.2695282665746553,0.5625982880592346
16,0.27169730194977354,0.5667271018028259
17,0.2704976967402867,0.5574291944503784
18,0.27795048696654184,0.5560402274131775
19,0.2828638404607773,0.5467437505722046
20,0.25746877917221617,0.5802924036979675
21,0.31727984973362516,0.5922453999519348
22,0.30304876821381704,0.5194737315177917
23,0.26659057502235683,0.5152369141578674
24,0.2170112580060959,0.5232252478599548
25,0.23518496326037816,0.5383719205856323
26,0.22786082327365875,0.5684197545051575
27,0.22789985367230006,0.5774173140525818
28,0.22037232667207718,0.5531017184257507
29,0.257529758981296,0.5318413376808167
30,0.2481077632733754,0.5517778992652893
31,0.2133063812341009,0.5490037798881531
32,0.26337713854653494,0.5529770255088806
33,0.22262675634452275,0.5729554891586304
34,0.23738162219524384,0.5630719661712646
35,0.22124809878213064,0.5659134387969971
36,0.2516177977834429,0.5557944774627686
37,0.22538962960243225,0.5546751618385315
38,0.2299327254295349,0.5487226247787476
39,0.21901221041168487,0.5787991881370544
40,0.3218225347144263,0.5895535349845886
41,0.2211686032158988,0.5319257974624634
42,0.20398907682725362,0.5300456285476685
43,0.23344473434346064,0.534866988658905
