epoch,train_loss,validation_loss
1,0.8182391648491224,0.0231801588088274
2,0.40113427365819615,0.004602895118296146
3,0.21784371696412563,0.002995655871927738
4,0.17119577268345487,0.002581520238891244
5,0.16445479521320927,0.005782309919595718
6,0.15265709058278137,0.0028571190778166056
7,0.13759666888250244,0.004424696788191795
8,0.1467310535824961,0.004066136199980974
9,0.16235903055510587,0.004333737771958113
10,0.15320481090909904,0.0034289895556867123
11,0.14147657730306187,0.002704646671190858
12,0.1408436830000331,0.004075957927852869
13,0.1463942264413668,0.0033251112326979637
14,0.13849101474301684,0.002831445774063468
15,0.13462848174903128,0.0027507629711180925
16,0.13855064919011462,0.008200160227715969
17,0.1377623328525159,0.003162791719660163
18,0.13541197440483504,0.0030512595549225807
19,0.13890875653467244,0.003141238819807768
