node_id,model,epochs_trained,best_validation_loss,sequence_length_hours,forecast_horizon_hours,test_rows,train_mae,train_rmse,train_r2,validation_mae,validation_rmse,validation_r2,test_mae,test_rmse,test_r2,model_path
Node1,lstm,20,0.0019918668549507856,12,1,490,1.5716568231582642,3.8966386318206787,0.9020127970636003,0.23479144275188446,0.5555660128593445,0.7451278388945874,2.2475082874298096,5.668839454650879,0.9031653170866136,C:\Users\User\.thesis\gattio\Hydrologic Analysis V2\output\ml\models\node1_lstm_seq12_h1.pt
Node2,lstm,24,0.15621066093444824,12,1,498,2.4674713611602783,5.670318603515625,0.9089143872560146,2.912339925765991,7.425708770751953,0.7082124642862015,3.7996013164520264,8.907404899597168,0.6695066602906107,C:\Users\User\.thesis\gattio\Hydrologic Analysis V2\output\ml\models\node2_lstm_seq12_h1.pt
