epoch,train_loss,validation_loss
1,0.8404086571600702,0.7717865705490112
2,0.3695869143638346,0.24878089129924774
3,0.20385943829185432,0.19709308445453644
4,0.17577951215207577,0.19125795364379883
5,0.1661703111603856,0.15492786467075348
6,0.16600328052623403,0.17332540452480316
7,0.16467354467345607,0.13464152812957764
8,0.16286331301348078,0.18511788547039032
9,0.16033292934298515,0.17338185012340546
10,0.15917525476672584,0.14533451199531555
11,0.15614099376317528,0.18078076839447021
12,0.15654898962626854,0.16338253021240234
13,0.1546151658727063,0.18619458377361298
14,0.15334121448298296,0.16224215924739838
15,0.15498743972016704,0.18604473769664764
16,0.15170690396593678,0.1331234872341156
17,0.1538845914312535,0.11469670385122299
18,0.15216482368608317,0.14022459089756012
19,0.15236425989617905,0.17408257722854614
20,0.15290473406720492,0.14220397174358368
21,0.15068156127300528,0.18802113831043243
22,0.14980444498360157,0.16295106709003448
23,0.1512287117333876,0.1514655351638794
24,0.14766867484690416,0.15410615503787994
25,0.14822986763384607,0.13208240270614624
26,0.14880760883291563,0.1520443707704544
27,0.14622959344544345,0.1560339480638504
28,0.1488726188739141,0.14056847989559174
29,0.14788129325542185,0.15377819538116455
30,0.1477492150540153,0.16029787063598633
31,0.14751106697238153,0.16949960589408875
32,0.14755821269419458,0.1355159729719162
