epoch,train_loss,validation_loss
1,0.7999537744455867,0.016515914350748062
2,0.34139155720671016,0.00308226072229445
3,0.1744914616768559,0.002381162019446492
4,0.1267114267167118,0.002089348156005144
5,0.11828578542917967,0.0019918668549507856
6,0.10741053568199277,0.006175261456519365
7,0.10215562690670292,0.0025609899312257767
8,0.09978884713362074,0.0023744641803205013
9,0.10143992185799612,0.0022018970921635628
10,0.0978610882949498,0.0026053604669868946
11,0.09791564431765841,0.002362221712246537
12,0.0986499295104295,0.0022340421564877033
13,0.09518491901043388,0.002808505203574896
14,0.09469682531845239,0.002848300151526928
15,0.09160189697932866,0.0021903153974562883
16,0.1011126916596873,0.0020948711317032576
17,0.0900574101962977,0.002109858440235257
18,0.09525704171715511,0.0028074730653315783
19,0.09303344840494294,0.002301374450325966
20,0.09058843496152097,0.002442584838718176
