epoch,train_loss,validation_loss
1,0.9695523083209991,1.5763899087905884
2,0.930001974105835,1.533706545829773
3,0.884841521581014,1.4874205589294434
4,0.8611061871051788,1.439858078956604
5,0.8204232503970464,1.3883037567138672
6,0.7810842792193095,1.3303526639938354
7,0.7226124207178751,1.273783564567566
8,0.7054278204838434,1.2171138525009155
9,0.6788401752710342,1.170125126838684
10,0.6328193744023641,1.1197365522384644
11,0.6400460799535116,1.0806373357772827
12,0.5944142987330755,1.0521005392074585
13,0.5763324747482935,1.0265493392944336
14,0.5440645962953568,0.997065544128418
15,0.530658096075058,0.9683914184570312
16,0.5047902489701906,0.9549400806427002
17,0.5037751197814941,0.9322046637535095
18,0.4538101727763812,0.9282140135765076
19,0.44853725284338,0.9230380058288574
20,0.4559195612867673,0.9185342788696289
21,0.4397684882084529,0.9135226607322693
22,0.4126226454973221,0.9114675521850586
23,0.39781831949949265,0.8984973430633545
24,0.39050253480672836,0.8945600390434265
25,0.3806096936265628,0.893273115158081
26,0.3529880891243617,0.8735061287879944
27,0.3654094785451889,0.8881824016571045
28,0.3471485177675883,0.8689885139465332
29,0.30446332196394604,0.8767761588096619
30,0.3126342346270879,0.8921371102333069
31,0.32567278295755386,0.9030992984771729
32,0.32372653235991794,0.8953307271003723
33,0.3041098217169444,0.9023736119270325
34,0.3064279705286026,0.8733528256416321
35,0.2880919600526492,0.8736498951911926
36,0.28060174360871315,0.8962622284889221
37,0.281297134856383,0.8905249238014221
38,0.2678535555799802,0.8972382545471191
39,0.2768624996145566,0.908298909664154
40,0.2765296896298726,0.8630488514900208
41,0.26007340227564174,0.8817305564880371
42,0.25490155319372815,0.9472879767417908
43,0.24293544267614683,0.8741416931152344
44,0.23800694942474365,0.9045562744140625
45,0.24284663796424866,0.9343686103820801
46,0.24175790076454481,0.871073305606842
47,0.2515427681306998,0.9087295532226562
48,0.2356647439301014,0.8750689625740051
49,0.21114566177129745,0.897890031337738
50,0.22851911932229996,0.9177377820014954
51,0.22868406772613525,0.8795560002326965
52,0.20136374110976854,0.9093167781829834
53,0.21766319374243417,0.9188224673271179
54,0.21286103874444962,0.8609309196472168
55,0.19760817910234132,0.8950498700141907
56,0.18607704589764276,0.9234163761138916
57,0.2282394841313362,0.8988573551177979
58,0.20540263131260872,0.8989948630332947
59,0.20087668051322302,0.9333298802375793
60,0.1974203052620093,0.9071298241615295
61,0.22309966509540877,0.9338545799255371
62,0.18641475836435953,0.8958945870399475
63,0.194494957725207,0.940682590007782
64,0.20448755224545798,0.8958389163017273
65,0.1889973133802414,0.9211648106575012
66,0.19208635638157526,0.9182423949241638
67,0.1923994943499565,0.9054663181304932
68,0.1993913445621729,0.9265598654747009
69,0.18350947772463164,0.9090168476104736
70,0.18958980838457742,0.9448263645172119
71,0.17799033969640732,0.902402937412262
72,0.20586999505758286,0.9013909697532654
73,0.16590131322542825,0.9256231784820557
74,0.1933484971523285,0.9128124713897705
