epoch,train_loss,validation_loss
1,0.8738467345635096,1.467015027999878
2,0.8417711158593496,1.4210790395736694
3,0.842820793390274,1.3740792274475098
4,0.7891312589248022,1.3265480995178223
5,0.9172608554363251,1.2771109342575073
6,0.6962977945804596,1.2244940996170044
7,1.096186970671018,1.1674338579177856
8,0.6723774472872416,1.1115432977676392
9,0.5533415873845419,1.0568522214889526
10,0.5420877461632093,0.9925879240036011
11,0.5316935578982035,0.929040789604187
12,0.5947476824124655,0.8709698915481567
13,0.7755398402611414,0.8209127187728882
14,0.4245547652244568,0.7828056216239929
15,0.39976616607358056,0.7457188963890076
16,0.42089802771806717,0.7075053453445435
17,0.36896652976671857,0.6820493340492249
18,0.3413168353339036,0.6584032773971558
19,0.3384689887364705,0.6333367228507996
20,0.39473670721054077,0.6072515249252319
21,0.3297678728898366,0.593585729598999
22,0.3148772145311038,0.5772534608840942
23,0.3140099396308263,0.5640111565589905
24,0.2888806462287903,0.5440747141838074
25,0.25893134623765945,0.5267246961593628
26,0.3107115601499875,0.5283790826797485
27,0.23697341606020927,0.5473657846450806
28,0.2825056215127309,0.5513962507247925
29,0.23593281333645186,0.5504153966903687
30,0.23518856428563595,0.5481027364730835
31,0.2729908575614293,0.5383201837539673
32,0.22438992311557135,0.5208559632301331
33,0.2628483697772026,0.521026074886322
34,0.2640370950102806,0.5439893007278442
35,0.4006824269890785,0.5568016171455383
36,0.2246737132469813,0.5065901279449463
37,0.22278496623039246,0.48058921098709106
38,0.3168537790576617,0.4875231385231018
39,0.2923205370704333,0.528732419013977
40,0.21521353721618652,0.5701688528060913
41,0.3245292852322261,0.581942617893219
42,0.25432781875133514,0.5402411818504333
43,0.216438926756382,0.5009821653366089
44,0.2786651204029719,0.4936281144618988
45,0.24855078011751175,0.5364731550216675
46,0.19183599824706712,0.5608228445053101
47,0.210670734445254,0.5496148467063904
48,0.25755126029253006,0.5272399187088013
49,0.1965911736090978,0.49862486124038696
50,0.20946109294891357,0.486651748418808
51,0.17996509497364363,0.5032639503479004
52,0.20328673347830772,0.5248503684997559
53,0.17685475324591002,0.5280144214630127
54,0.18390352030595145,0.5439454913139343
55,0.20598135019342104,0.549118161201477
56,0.24812577168146768,0.565673291683197
57,0.18862738957007727,0.5516622066497803
